freq_hz,level_db
18906.152344,-100.335037
18949.218750,-100.076355
18992.285156,-99.681259
19035.351562,-99.415810
19078.417969,-99.254021
19121.484375,-99.233856
19164.550781,-99.450119
19207.617188,-99.911880
19250.683594,-100.363335
19293.750000,-100.896843
19336.816406,-101.197708
19379.882812,-101.140686
19422.949219,-101.088890
19466.015625,-101.179276
19509.082031,-101.158241
19552.148438,-101.085861
19595.214844,-100.828766
19638.281250,-100.213074
19681.347656,-99.409454
19724.414062,-99.021477
19767.480469,-98.825958
19810.546875,-98.681091
19853.613281,-98.709991
19896.679688,-98.787880
19939.746094,-98.798820
19982.812500,-98.877731
20025.878906,-99.060593
20068.945312,-99.489120
20112.011719,-100.137863
20155.078125,-100.603676
20198.144531,-100.554855
20241.210938,-100.243240
20284.277344,-99.808784
20327.343750,-99.651421
20370.410156,-99.686401
20413.476562,-99.696587
20456.542969,-99.717491
20499.609375,-99.642555
20542.675781,-99.314644
20585.742188,-99.094109
20628.808594,-99.165192
20671.875000,-99.406952
20714.941406,-99.845650
20758.007812,-100.493813
20801.074219,-100.921783
20844.140625,-101.110352
20887.207031,-101.163864
20930.273438,-101.221008
20973.339844,-101.024055
21016.406250,-100.710510
21059.472656,-100.724380
21102.539062,-100.590469
21145.605469,-100.511864
21188.671875,-100.189972
21231.738281,-99.708626
21274.804688,-99.366463
21317.871094,-99.195404
21360.937500,-99.115303
21404.003906,-98.972641
21447.070312,-99.013474
21490.136719,-99.239151
21533.203125,-99.076569
21576.269531,-99.066963
21619.335938,-99.058884
21662.402344,-99.440262
21705.468750,-99.761391
21748.535156,-99.809860
21791.601562,-99.776031
21834.667969,-99.573753
21877.734375,-90.521576
21920.800781,-81.534729
21963.867188,-72.553864
22006.933594,-63.592850
22050.000000,-54.582626
