freq_hz,level_db
10077.539062,-86.669212
10120.605469,-86.829353
10163.671875,-87.050278
10206.738281,-87.292435
10249.804688,-87.598000
10292.871094,-87.872665
10335.937500,-88.104584
10379.003906,-88.322357
10422.070312,-88.416916
10465.136719,-88.440208
10508.203125,-88.447197
10551.269531,-88.427231
10594.335938,-88.358070
10637.402344,-88.251328
10680.468750,-88.238487
10723.535156,-88.087036
10766.601562,-87.970917
10809.667969,-87.928787
10852.734375,-87.920944
10895.800781,-87.980690
10938.867188,-88.087120
10981.933594,-88.227974
11025.000000,-88.425781
11068.066406,-88.652657
11111.132812,-88.839211
11154.199219,-88.884964
11197.265625,-88.916344
11240.332031,-88.953911
11283.398438,-89.005585
11326.464844,-88.958313
11369.531250,-88.861992
11412.597656,-88.857872
11455.664062,-88.837196
11498.730469,-88.723419
11541.796875,-88.579414
11584.863281,-88.443436
11627.929688,-88.341057
11670.996094,-88.340561
11714.062500,-88.314537
11757.128906,-88.314957
11800.195312,-88.490242
11843.261719,-88.729034
11886.328125,-88.889793
11929.394531,-89.003487
11972.460938,-89.169067
12015.527344,-89.317924
12058.593750,-89.461105
12101.660156,-89.559532
12144.726562,-89.616272
12187.792969,-89.678436
12230.859375,-89.700867
12273.925781,-89.676910
12316.992188,-89.687645
12360.058594,-89.665825
12403.125000,-89.725578
12446.191406,-89.792160
12489.257812,-89.872818
12532.324219,-89.969330
12575.390625,-90.088722
12618.457031,-90.230591
12661.523438,-90.345306
12704.589844,-90.422684
12747.656250,-90.485573
12790.722656,-90.542526
12833.789062,-90.624809
12876.855469,-90.666801
12919.921875,-90.720306
12962.988281,-90.803520
13006.054688,-90.942581
13049.121094,-91.120056
13092.187500,-91.238815
13135.253906,-91.334465
13178.320312,-91.449944
13221.386719,-91.548264
13264.453125,-91.605095
13307.519531,-91.623383
13350.585938,-91.613899
13393.652344,-91.596100
13436.718750,-91.613556
13479.785156,-91.613907
13522.851562,-91.558075
13565.917969,-91.549393
13608.984375,-91.548241
13652.050781,-91.537727
13695.117188,-91.512756
13738.183594,-91.505638
13781.250000,-91.526314
13824.316406,-91.567490
13867.382812,-91.628525
13910.449219,-91.697166
13953.515625,-91.773201
13996.582031,-91.826096
14039.648438,-91.835762
14082.714844,-91.857132
14125.781250,-91.948601
14168.847656,-92.016792
14211.914062,-92.019608
14254.980469,-92.030464
14298.046875,-92.099884
14341.113281,-92.178917
14384.179688,-92.187416
14427.246094,-92.131721
14470.312500,-92.128464
14513.378906,-92.216713
14556.445312,-92.323318
14599.511719,-92.335587
14642.578125,-92.379616
14685.644531,-92.508453
14728.710938,-92.638985
14771.777344,-92.754128
14814.843750,-92.808884
14857.910156,-92.785454
14900.976562,-92.850090
14944.042969,-93.024590
14987.109375,-93.167801
15030.175781,-93.237389
15073.242188,-93.328392
15116.308594,-93.413101
15159.375000,-93.429367
15202.441406,-93.467209
15245.507812,-93.458321
15288.574219,-93.479080
15331.640625,-93.618195
15374.707031,-93.650635
15417.773438,-93.526756
15460.839844,-93.459473
15503.906250,-93.494347
15546.972656,-93.532639
15590.039062,-93.600357
15633.105469,-93.735703
15676.171875,-93.854248
15719.238281,-94.003006
15762.304688,-94.181946
15805.371094,-94.432961
15848.437500,-94.686943
15891.503906,-94.880501
15934.570312,-95.048424
15977.636719,-95.205124
16020.703125,-95.389992
16063.769531,-95.611786
16106.835938,-95.807190
16149.902344,-95.968414
16192.968750,-96.005898
16236.035156,-95.832581
16279.101562,-95.528397
16322.167969,-95.331108
16365.234375,-95.170631
16408.300781,-94.921745
16451.367188,-94.693077
16494.433594,-94.456451
16537.500000,-94.135666
16580.566406,-93.812927
16623.632812,-93.515633
16666.699219,-93.347397
16709.765625,-93.389717
16752.832031,-93.526749
16795.898438,-93.672104
16838.964844,-93.902451
16882.031250,-94.202522
16925.097656,-94.505363
16968.164062,-94.830864
17011.230469,-95.143951
17054.296875,-95.313553
17097.363281,-95.502815
17140.429688,-95.693924
17183.496094,-95.832733
17226.562500,-95.884239
17269.628906,-95.902069
17312.695312,-95.906433
17355.761719,-95.834900
17398.828125,-95.676682
17441.894531,-95.476074
17484.960938,-95.326851
17528.027344,-95.292969
17571.093750,-95.221512
17614.160156,-95.180870
17657.226562,-95.193367
17700.292969,-95.233299
17743.359375,-95.231094
17786.425781,-95.180717
17829.492188,-95.162781
17872.558594,-95.347214
17915.625000,-95.552696
17958.691406,-95.565353
18001.757812,-95.594254
18044.824219,-95.560555
18087.890625,-95.508842
18130.957031,-95.377502
18174.023438,-95.242950
18217.089844,-95.137192
18260.156250,-95.112740
18303.222656,-95.117546
18346.289062,-94.968918
18389.355469,-94.818657
18432.421875,-94.882217
18475.488281,-95.026566
18518.554688,-95.276497
18561.621094,-95.530731
18604.687500,-95.872086
18647.753906,-96.184624
18690.820312,-96.440331
18733.886719,-96.653107
18776.953125,-96.875832
18820.019531,-97.172913
18863.085938,-97.429771
18906.152344,-97.564560
18949.218750,-97.608498
18992.285156,-97.554184
19035.351562,-97.423775
19078.417969,-97.268890
19121.484375,-97.119141
19164.550781,-96.982178
19207.617188,-96.853790
19250.683594,-96.722214
19293.750000,-96.551193
19336.816406,-96.460045
19379.882812,-96.478790
19422.949219,-96.465073
19466.015625,-96.420135
19509.082031,-96.327248
19552.148438,-96.236893
19595.214844,-96.266586
19638.281250,-96.343651
19681.347656,-96.396233
19724.414062,-96.416016
19767.480469,-96.389694
19810.546875,-96.305458
19853.613281,-96.200829
19896.679688,-96.140999
19939.746094,-96.175591
19982.812500,-96.287827
20025.878906,-96.369232
20068.945312,-96.385475
20112.011719,-96.381271
20155.078125,-96.236633
20198.144531,-96.050217
20241.210938,-96.016319
20284.277344,-96.092133
20327.343750,-96.088722
20370.410156,-96.068405
20413.476562,-96.164864
20456.542969,-96.326096
20499.609375,-96.482780
20542.675781,-96.612213
20585.742188,-96.750320
20628.808594,-97.066841
20671.875000,-97.384972
20714.941406,-97.521225
20758.007812,-97.551544
20801.074219,-97.619301
20844.140625,-97.676628
20887.207031,-97.584251
20930.273438,-97.413475
20973.339844,-97.191696
21016.406250,-96.892754
21059.472656,-96.602524
21102.539062,-96.354507
21145.605469,-96.220345
21188.671875,-96.168762
21231.738281,-96.089920
21274.804688,-96.022621
21317.871094,-96.016472
21360.937500,-96.070366
21404.003906,-96.172470
21447.070312,-96.373878
21490.136719,-96.644592
21533.203125,-96.871376
21576.269531,-97.065834
21619.335938,-97.241547
21662.402344,-97.393608
21705.468750,-97.550064
21748.535156,-97.648247
21791.601562,-97.733330
21834.667969,-97.704300
21877.734375,-88.851479
21920.800781,-79.974197
21963.867188,-71.105705
22006.933594,-62.245552
22050.000000,-53.347725
